투자일련번호,기업일련번호,투자일자,투자단계명,투자금액,기업가치금액,투자유치비고,보도자료발행사명,보도자료제목,보도자료url,투자기관번호
9422,151971,20210901,Seed,400000000,,누적 투자 금액 9억원,,,,
9420,153374,20211005,투자 단계 비공개,300000000,,,,,,12812
9161,154377,20210301,투자 단계 비공개,200000000,,,,,,
9284,124842,20210709,Series A,1000000000,,,,,,7700
9418,152442,20201221,투자 단계 비공개,10000000,,,,,,10571
9409,157802,20200323,Seed,3000000000,,,,,,
9408,17225,20210914,Angel,,,,,,,
9403,149675,20210825,Seed,,,,,,,7714
9407,84541,20210825,Seed,,,,,,,
9398,85069,20191030,Seed,,,,,,,94437
9406,157709,20210524,투자 단계 비공개,,,,,,,1875
9400,157639,20210906,투자 단계 비공개,,,,,,,
9427,158034,20210428,Seed,,,,,,,133609||78955||15752
9330,29076,20160101,투자 단계 비공개,,30000000000,,,,,
8317,81192,20210227,투자 단계 비공개,100000000,,,,,,1339
9278,136667,20210128,투자 단계 비공개,,,,,,,7703
9394,142566,20211008,투자 단계 비공개,,,,,,,30252
9387,121148,20210401,Angel,200000000,,,,,,18959||152410
9382,156386,20210826,Seed,,,,,,,20737
8358,101488,20190520,Seed,200000000,,,,,,114||142298
9321,156474,20210909,투자 단계 비공개,,,,,,,
9335,152401,20201231,Seed,,,,,,,100895
8574,126906,20210301,투자 단계 비공개,,,,,,,18879
2726,284,20130724,Series A,4800000000,,AKA Series A fund raising,,,,21310||25809||25810||25811
1431,20082,20160727,투자 단계 비공개,10000000000,,,더벨,지피씨알|| 100억 규모 클럽딜 투자 유치                                                                                                                                                                                                                                                                                     ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201607220100041980002531&svccode=03&page=1,7795||7705||6821||7726||7755
1875,4599,20140501,Seed,100000000,,,,,,7824
9359,156969,20210628,Seed,3000000000,,,Platum,무인 자동화 로봇 키친 플랫폼 ‘퓨처키친’|| 해시드 등에서 30억 규모 투자유치                                                                                                                                                                                                                                                                ,https://platum.kr/archives/165695,71887||6790||35390
9318,156435,20190925,투자 단계 비공개,,,,,,,7713
9401,157639,20210903,투자 단계 비공개,,,,,,,
9392,157566,20201230,투자 단계 비공개,,,,,,,155468
9391,157566,20200318,투자 단계 비공개,,,,,,,19253
9390,156808,20210902,투자 단계 비공개,,,,,,,
9375,143779,20210927,Series A,1500000000,,,,,,10121||7716||124474
9385,139507,20210901,투자 단계 비공개,100000000,,프리팁스선정,,,,3785
9424,4600,20200902,투자 단계 비공개,,,,,,,7772
3584,23770,20170929,투자 단계 비공개,,,,VentureSquare,아모레퍼시픽이 점찍은 스타트업…                                                                                                                                                                                                                                                                                           ,http://www.venturesquare.net/751658,8954
9429,82353,20210622,해당없음,1800000000,,,플래텀,어그테크 기업 ‘아이오크롭스’|| 프리A 18억 원 투자 유치                                                                                                                                                                                                                                                                           ,https://platum.kr/archives/165299,7853||40929||158054
9356,122384,20210723,Series A,3000000000,,,,,,7795||1875
9383,29081,20210909,Series A,4500000000,,,,,,7839||124474||7824
5320,83163,20180801,투자 단계 비공개,100000000,,,,,,7824
893,13512,20150501,투자 단계 비공개,,,,,,,
9347,10222,20210901,투자 단계 비공개,,,,,,,10495
9346,142714,20210303,Seed,,,,,,,102517
9354,25287,20200928,Series C,90000000000,,,플래텀,여행액티비티 플랫폼 ‘KKday’ 875억원 규모 시리즈 C 투자 유치                                                                                                                                                                                                                                                                     ,https://platum.kr/archives/149613,156820||156818
1760,13902,20160630,투자 단계 비공개,25500000,,,,,,
7266,926,20200630,Angel,,,,,,,
9372,73213,20210719,Seed,300000000,,,,,,101784
9208,86224,20201116,Series B,8000000000,,,,,,8581||7725
9150,154164,20201123,Angel,,,,,,,
9262,13248,20201102,Series A,500000000,,,,,,
9374,157195,20200820,Angel,97000000,1500000000,,,,,7724
9376,143779,20210819,Series A,1500000000,,,,,,7858
9350,25287,20161204,Series A,8400000000,,,플래텀,대만 여행 플랫폼 기업 ‘케이케이데이(KKday)’|| 7백만달러 시리즈A+ 투자 유치                                                                                                                                                                                                                                                             ,https://platum.kr/archives/73817,156811||156812
